"ID","RoleType","Type","ShowID","Name","Des","IconID","FlipID","DefaultRGBA","Label","CanUseInCreate","CoinPrice"
"322","2","7","7","银杏",,"5583",,"182;134;127;255",,"0","500"
"323","2","7","8","含香",,"5584",,"184;90;100;255",,"1","300"
"324","2","7","9","甘霖",,"5585",,"188;131;118;255",,"1","300"
"325","2","7","10","唐风",,"5586",,"121;30;36;255",,"0","500"
"326","2","7","11","侠骨",,"5587",,"173;83;84;255",,"1","300"
"327","2","7","12","荡魄",,"5837",,"164;74;75;255",,"1","300"
"328","2","8","1","默认",,"5556",,"255;255;255;255",,"1","0"
"329","2","8","2","剪水",,"5556",,"255;255;255;255",,"1","500"
"330","2","8","3","星眸",,"5557",,"255;255;255;255",,"1","500"
"331","2","8","4","秋水",,"5558",,"255;255;255;255",,"1","500"
"332","2","8","5","横波",,"5559",,"255;255;255;255",,"1","500"
"333","2","8","6","春水",,"5560",,"255;255;255;255",,"1","500"
"334","2","8","7","凝睇",,"5561",,"255;255;255;255",,"1","500"
"335","2","8","8","清泉",,"5562",,"158;194;215;255",,"1","1000"
"336","2","8","9","悬珠",,"5563",,"255;255;255;255",,"0","1000"
"337","2","8","10","朗星",,"5564",,"255;255;255;255",,"1","1000"
"338","2","8","11","点漆",,"5565",,"255;255;255;255",,"1","500"
"339","2","8","12","桃花",,"5566",,"255;255;255;255",,"0","3800"
"340","2","8","13","写轮",,"5567",,"255;255;255;255",,"0","3800"
"341","2","8","14","相印",,"5568",,"255;255;255;255",,"0","3800"
"342","2","8","0","无",,"5816",,"0;0;0;255",,"1","1000"
"343","2","9","0","默认",,"5815",,"255;255;255;255",,"1","0"
"344","2","9","133","马王爷",,"8957",,"182;164;114;255",,"0","1000"
"345","2","9","134","不染",,"8958",,"210;170;162;255",,"0","1000"
"346","2","9","135","别艳",,"8952",,"110;25;24;255",,"0","1000"
"347","2","9","136","滴血",,"8960",,"38;31;25;255",,"0","1000"
"348","2","9","137","狱蛇",,"8959",,"255;255;255;255",,"0","1000"
"349","2","9","138","昂",,"8955",,"141;30;10;255",,"0","1000"
"350","2","9","139","帅意贴",,"8956",,"0;0;0;255",,"0","1000"
"351","2","9","140","慈悲",,"8954",,"224;199;142;255",,"0","1000"
"352","2","9","141","踪",,"8953","142","248;189;171;255",,"0","1000"
"353","2","9","143","熊来了",,"8951",,"99;95;94;255",,"0","1000"
"354","2","9","123","百回叱咤",,"8878",,"0;0;0;255",,"0","1000"
"355","2","9","124","望空",,"8879",,"167;66;34;255",,"0","1000"
"356","2","9","125","形伤旧事",,"8880",,"0;0;0;255",,"0","1000"
"357","2","9","126","残阳里",,"8881",,"187;75;48;255",,"0","1000"
"358","2","9","127","寒声碎",,"8882",,"255;255;255;255",,"0","1000"
"359","2","9","128","魔夜挽花",,"8883",,"0;0;0;255",,"0","1000"
"360","2","9","129","中宵寐",,"8884",,"0;0;0;255",,"0","1000"
"361","2","9","130","煌煌遗踪",,"8885",,"0;0;0;255",,"0","1000"
"362","2","9","131","秋寂",,"8887",,"255;255;255;255",,"0","1000"
"363","2","9","132","戏言峥嵘",,"8886",,"79;60;44;255",,"0","1000"
"364","2","9","118","枯荣",,"8279",,"255;255;255;255",,"0","3800"
"365","2","9","119","庭翼",,"8281",,"255;255;255;255",,"0","3800"
"366","2","9","120","菊踪",,"8282",,"255;255;255;255",,"0","1000"
"367","2","9","121","荣芳",,"8283",,"255;255;255;255",,"0","1000"
"368","2","9","122","金莲开",,"8277",,"182;152;102;255",,"0","3800"
"369","2","9","112","映带",,"7966",,"122;65;120;255",,"0","1000"
"370","2","9","113","海砂",,"7961",,"144;149;143;255",,"0","1000"
"371","2","9","114","惊蝶",,"7963",,"127;73;125;255",,"0","1000"
"372","2","9","116","湘梅",,"7967",,"166;158;152;255",,"0","1000"
"373","2","9","117","幽离",,"7965",,"127;73;125;255",,"0","1000"
"374","2","9","110","[六周年特别版]盾舞",,"7090",,"0;0;0;255",,"0","2000"
"375","2","9","111","祥云",,"7091",,"229;217;209;255",,"0","1000"
"376","2","9","109","相思",,"7089",,"231;58;58;255",,"0","1000"
"377","2","9","106","中征",,"6996",,"194;194;194;255",,"0","3800"
"378","2","9","108","晴敛",,"6997","107","107;108;151;255",,"0","1000"
"379","2","9","99","碧翠",,"6788","98","61;119;77;255",,"0","1000"
"380","2","9","100","浅游",,"6789","101","66;127;151;255",,"0","1000"
"381","2","9","102","绕藤",,"6790","103","115;158;64;255",,"0","1000"
"382","2","9","104","萤蝶",,"6792","105","81;148;144;255",,"0","3800"
"383","2","9","86","[五周年特别版]阴阳",,"6260",,"109;115;168;255",,"0","2000"
"384","2","9","87","[五周年特别版]素问",,"6267","88","93;136;141;255",,"0","2000"
"385","2","9","89","[五周年特别版]奇门遁甲 ",,"6265","90","33;54;74;255",,"0","2000"
"386","2","9","91","[五周年特别版]大唐魂",,"6266",,"200;66;61;255",,"0","2000"
"387","2","9","92","[五周年特别版]妙舞",,"6263",,"194;95;97;255",,"0","2000"
"388","2","9","93","[五周年特别版]幻蛛",,"6268",,"97;65;96;255",,"0","2000"
"389","2","9","94","[五周年特别版]剑魄",,"6259",,"237;202;123;255",,"0","2000"
"390","2","9","95","[五周年特别版]光明火",,"6262",,"148;43;55;255",,"0","2000"
"391","2","9","96","[五周年特别版]降龙",,"6261","97","52;57;122;255",,"0","2000"
"392","2","9","1","一点红",,"5683",,"198;89;80;255",,"1","500"
"393","2","9","2","新蕊",,"5684",,"172;83;90;255",,"1","500"
"394","2","9","3","冷香",,"5685",,"196;56;97;255",,"1","500"
"395","2","9","4","锦上",,"5686",,"177;78;62;255",,"1","500"
"396","2","9","5","倾城",,"5687",,"187;54;87;255",,"1","1000"
"397","2","9","6","六出",,"5688",,"195;77;107;255",,"1","500"
"398","2","9","7","上元",,"5689",,"196;56;97;255",,"0","1000"
"399","2","9","8","如意",,"5690",,"196;56;97;255",,"0","1000"
"400","2","9","9","菡萏",,"5691",,"255;255;255;255",,"0","1000"
"401","2","9","10","戏蝶",,"5697","11","197;110;102;255",,"1","1000"
"402","2","9","12","恋",,"5698","13","215;99;72;255",,"1","1000"
"403","2","9","14","国色天香",,"5699","15","246;100;106;255",,"0","1000"
"404","2","9","16","灼灼",,"5700","17","246;100;106;255",,"1","1000"
"405","2","9","18","笑春风",,"5701","19","246;100;106;255",,"0","1000"
"406","2","9","20","清霜醉",,"5702","21","246;212;215;255",,"0","1000"
"407","2","9","22","纷落",,"5703","23","246;212;215;255",,"0","1000"
"408","2","9","24","一剪梅",,"5704","25","208;144;139;255",,"0","1000"
"409","2","9","26","泪",,"5714",,"0;0;0;255",,"1","300"
"410","2","9","27","无泪",,"5714",,"0;0;0;255",,"1","300"
"411","2","9","28","美人痣",,"5714",,"0;0;0;255",,"1","300"
"412","2","9","29","佳人",,"5720","30","255;70;98;255",,"0","1000"
"413","2","9","31","忘川",,"5705",,"0;0;0;255",,"1","500"
"414","2","9","32","雨落忘川",,"5705",,"0;0;0;255",,"1","500"
"415","2","9","33","奈何",,"5706","34","0;0;0;255",,"1","500"
"416","2","9","35","黄泉",,"5707","36","119;18;0;255",,"0","1000"
"417","2","9","37","孤云出岫",,"5709",,"153;37;26;255",,"1","500"
"418","2","9","38","惊鸿一瞥",,"5710",,"114;48;55;255",,"1","500"
"419","2","9","39","浮世绘",,"5715",,"95;55;53;255",,"1","500"
"420","2","9","40","发",,"5727",,"135;3;0;255",,"0","3800"
"421","2","9","41","死",,"5729",,"0;0;0;255",,"0","3800"
"422","2","9","42","囚",,"5728",,"0;0;0;255",,"0","3800"
"423","2","9","43","玩",,"5730",,"223;0;15;255",,"0","3800"
"424","2","9","44","忘忧",,"5721","45","255;255;255;255",,"0","1000"
"425","2","9","46","血仇",,"6041","47","154;35;35;255",,"0","500"
"426","2","9","48","二郎神",,"6033",,"0;0;0;255",,"0","1000"
"427","2","9","49","拆",,"6029",,"210;40;40;255",,"0","3800"
"428","2","9","50","巴掌",,"6037",,"154;35;35;255",,"0","1000"
"429","2","9","51","脚印",,"6036",,"0;0;0;255",,"0","3800"
"430","2","9","52","痛扁",,"6028",,"141;102;103;255",,"0","1000"
"431","2","9","53","芳华",,"6035","54","253;175;175;255",,"0","1000"
"432","2","9","55","小哈",,"6039",,"255;255;255;255",,"0","3800"
"433","2","9","56","簪缨",,"6034",,"253;175;175;255",,"0","1000"
"434","2","9","57","霜锋",,"6031",,"109;69;51;255",,"0","500"
"435","2","9","58","入魔",,"6081",,"103;66;53;255",,"0","1000"
"436","2","9","59","紫蝶",,"6088","60","187;135;187;255",,"0","1000"
"437","2","9","61","北斗",,"6082",,"203;152;37;255",,"0","1000"
"438","2","9","62","景云",,"6085",,"155;41;24;255",,"0","1000"
"439","2","9","63","雀斑",,"6091",,"189;156;135;255",,"0","500"
"440","2","9","64","阴符",,"6092","65","51;42;37;255",,"0","1000"
"441","2","9","66","天目",,"6086",,"90;0;0;255",,"0","1000"
"442","2","9","67","血瞳",,"6087",,"101;10;9;255",,"0","1000"
"443","2","9","68","森罗",,"6090","69","177;0;0;255",,"0","1000"
"444","2","9","70","森罗万象",,"6090",,"177;0;0;255",,"0","3800"
"445","2","9","71","?鲤",,"6089","72","246;226;238;255",,"0","1000"
"446","2","9","73","花愁",,"6132",,"0;0;0;255",,"0","1000"
"447","2","9","74","菱眼",,"6136",,"0;0;0;255",,"0","3800"
"448","2","9","75","内牛满面",,"6131",,"213;194;185;255",,"0","3800"
"449","2","9","76","纤横",,"6130",,"70;60;53;255",,"0","1000"
"450","2","9","77","有凤来仪",,"6127",,"184;11;0;255",,"0","3800"
"451","2","9","78","狠戾",,"6133",,"173;129;107;255",,"0","3800"
"452","2","9","79","习目",,"6135","80","0;0;0;255",,"0","3800"
"453","2","9","81","羽目",,"6135",,"0;0;0;255",,"0","3800"
"454","2","9","82","鬼面",,"6128",,"175;33;16;255",,"0","1000"
"455","2","9","83","邪魅",,"6134",,"0;0;0;255",,"0","3800"
"456","2","9","84","蜈蚣",,"6129","85","0;0;0;255",,"0","3800"
"457","5","0","1","默认",,"5827",,"213;155;138;255",,"1","0"
"458","5","0","2","冰肌",,"5828",,"209;168;151;255",,"1","500"
"459","5","0","3","桃李",,"5829",,"224;150;132;255",,"1","500"
"460","5","0","4","凝脂",,"5830",,"210;170;153;255",,"1","500"
"461","5","1","1","默认",,"5849",,"69;64;48;255",,"1","0"
"462","5","1","2","锦瑟",,"5849",,"69;64;48;255",,"1","500"
"463","5","1","3","秋练",,"5842",,"89;64;63;255",,"1","500"
"464","5","1","4","玄烛",,"5843",,"89;90;80;255",,"1","500"
"465","5","1","5","纤阿",,"5850",,"49;40;34;255",,"1","500"
"466","5","1","6","琳琅",,"5845",,"122;73;32;255",,"1","3800"
"467","5","1","7","望舒",,"5846",,"106;105;113;255",,"1","500"
"468","5","1","8","猫眼",,"5847",,"32;25;24;255",,"0","3800"
"469","5","1","9","浮图",,"5848",,"106;105;113;255",,"0","3800"
"470","5","2","1","默认",,"5849",,"69;64;48;255",,"1","0"
"471","5","2","2","锦瑟",,"5849",,"69;64;48;255",,"1","500"
"472","5","2","3","秋练",,"5842",,"89;64;63;255",,"1","500"
"473","5","2","4","玄烛",,"5843",,"89;90;80;255",,"1","500"
"474","5","2","5","纤阿",,"5850",,"49;40;34;255",,"1","500"
"475","5","2","6","琳琅",,"5845",,"122;73;32;255",,"1","3800"
"476","5","2","7","望舒",,"5846",,"106;105;113;255",,"1","500"
"477","5","2","8","猫眼",,"5847",,"32;25;24;255",,"0","3800"
"478","5","2","9","浮图",,"5848",,"52;52;34;255",,"0","3800"
"479","5","3","0","默认",,"5815",,"255;255;255;255",,"1","0"
"480","5","3","1","卿暮",,"5795",,"127;43;54;255",,"1","300"
"481","5","3","2","墨韵",,"5796",,"163;53;67;255",,"1","300"
"482","5","3","3","云絮",,"5797",,"66;68;155;255",,"1","500"
"483","5","3","4","粉黛",,"5798",,"64;37;37;255",,"0","1000"
"484","5","3","5","惑心",,"5799",,"167;51;76;255",,"1","1000"
"485","5","3","6","蝶恋花",,"5800",,"153;96;172;255",,"0","1000"
"486","5","3","7","罗刹",,"5801",,"123;87;80;255",,"0","1000"
"487","5","3","8","羽焰",,"5802",,"87;62;64;255",,"0","1000"
"488","5","3","9","紫颜",,"5803",,"152;75;81;255",,"0","1000"
"489","5","3","10","百媚",,"5804",,"165;84;82;255",,"1","500"
"490","5","3","11","幽楚",,"5805",,"143;96;80;255",,"1","300"
"491","5","4","1","默认",,"5752",,"0;0;0;255",,"1","0"
"492","5","4","2","稚意",,"5752",,"0;0;0;255",,"1","500"
"493","5","4","3","疑然",,"5753",,"0;0;0;255",,"1","500"
"494","5","4","4","轻妆",,"5754",,"0;0;0;255",,"1","500"
"495","5","4","5","无饰",,"5755",,"0;0;0;255",,"1","500"
"496","5","4","6","乱草",,"5756",,"0;0;0;255",,"0","500"
"497","5","4","7","离峰",,"5757",,"0;0;0;255",,"0","500"
"498","5","4","8","降世",,"5758",,"0;0;0;255",,"1","500"
"499","5","4","9","明音",,"5759",,"0;0;0;255",,"1","500"
"500","5","4","10","肆角",,"5760",,"0;0;0;255",,"1","500"
"501","5","4","11","憧憬",,"5761",,"0;0;0;255",,"1","500"
"502","5","5","1","默认",,"5652",,"0;0;0;255",,"1","0"
"503","5","5","2","峰眉",,"5652",,"0;0;0;255",,"1","500"
"504","5","5","3","嫦娥眉",,"5653",,"0;0;0;255",,"1","500"
"505","5","5","4","一字眉",,"5654",,"0;0;0;255",,"1","500"
"506","5","5","5","细横眉",,"5655",,"0;0;0;255",,"1","500"
"507","5","5","6","慧心眉",,"5656",,"0;0;0;255",,"1","500"
"508","5","5","7","上挑眉",,"5657",,"0;0;0;255",,"1","500"
"509","5","5","8","浓眉",,"5658",,"0;0;0;255",,"0","1000"
"510","5","5","9","细眉",,"5659",,"0;0;0;255",,"1","500"
"511","5","5","10","清秀眉",,"5660",,"0;0;0;255",,"1","500"
"512","5","5","11","刚正眉",,"5661",,"0;0;0;255",,"1","500"
"513","5","5","12","刀眉",,"5662",,"0;0;0;255",,"1","500"
"514","5","5","13","猛张飞",,"5663",,"0;0;0;255",,"0","1000"
"515","5","5","14","清纯眉",,"5664",,"0;0;0;255",,"1","1000"
"516","5","5","15","宽浓眉",,"5665",,"0;0;0;255",,"0","1000"
"517","5","5","16","素牙",,"6377",,"255;255;255;255",,"0","3800"
"518","5","5","17","霜叶",,"6378",,"255;255;255;255",,"0","3800"
"519","5","5","18","白毫",,"6379",,"255;255;255;255",,"0","3800"
"520","5","5","19","封雪",,"6380",,"255;255;255;255",,"0","3800"
"521","5","5","20","月明",,"6381",,"255;255;255;255",,"0","3800"
"522","5","5","21","断浪",,"7083",,"0;0;0;255",,"0","1000"
"523","5","5","0","无",,"5815",,"255;255;255;255",,"0","1000"
"524","5","6","0","默认",,"5815",,"0;0;0;255",,"1","0"
"525","5","6","1","青皮胡",,"5992",,"0;0;0;255",,"1","500"
"526","5","6","2","八字胡",,"5993",,"0;0;0;255",,"1","500"
"527","5","6","3","亦邪胡",,"5994",,"0;0;0;255",,"1","500"
"528","5","6","4","避世胡",,"5995",,"0;0;0;255",,"0","1000"
"529","5","6","5","逐世胡",,"5996",,"0;0;0;255",,"1","1000"
"530","5","6","6","地主胡",,"5997",,"0;0;0;255",,"0","1000"
"531","5","6","7","卫生胡",,"5998",,"0;0;0;255",,"1","1000"
"532","5","6","8","含羞",,"5550",,"230;146;122;255",,"1","500"
"533","5","6","9","子衿",,"5553",,"228;115;112;255",,"0","1000"
"534","5","6","10","刻铭",,"5554",,"240;98;99;255",,"0","1000"
"535","5","6","13","酒糟鼻",,"5549",,"222;131;122;255",,"0","1000"
"536","5","6","11","蝉翼胡",,"6657",,"0;0;0;255",,"0","3800"
"537","5","6","12","地主胡<白>",,"6658",,"0;0;0;255",,"0","3800"
"538","5","7","1","默认",,"5588",,"171;85;72;255",,"1","0"
"539","5","7","2","不懂",,"5588",,"171;85;72;255",,"1","300"
"540","5","7","3","不揭",,"5589",,"159;82;74;255",,"1","300"
"541","5","7","4","不语",,"5590",,"160;83;69;255",,"1","300"
"542","5","7","5","积善",,"5591",,"140;65;63;255",,"1","300"
"543","5","7","6","欲止",,"5592",,"172;71;71;255",,"1","300"
"544","5","7","7","下明",,"5593",,"202;144;132;255",,"1","300"
"545","5","7","8","朱柔",,"5594",,"201;114;119;255",,"1","300"
"546","5","7","9","厚德",,"5595",,"189;110;92;255",,"0","300"
"547","5","7","10","浅尝",,"5596",,"191;110;102;255",,"1","300"
"548","5","7","11","会意",,"5597",,"175;91;81;255",,"1","300"
"549","5","7","12","箴言",,"5598",,"182;85;74;255",,"1","300"
"550","5","8","1","默认",,"5556",,"255;255;255;255",,"1","0"
"551","5","8","2","剪水",,"5556",,"255;255;255;255",,"1","500"
"552","5","8","3","星眸",,"5557",,"255;255;255;255",,"1","500"
"553","5","8","4","秋水",,"5558",,"255;255;255;255",,"1","500"
"554","5","8","5","横波",,"5559",,"255;255;255;255",,"1","500"
"555","5","8","6","春水",,"5560",,"255;255;255;255",,"1","500"
"556","5","8","7","凝睇",,"5561",,"255;255;255;255",,"1","500"
"557","5","8","8","清泉",,"5562",,"158;194;215;255",,"1","1000"
"558","5","8","9","悬珠",,"5563",,"255;255;255;255",,"0","1000"
"559","5","8","10","朗星",,"5564",,"255;255;255;255",,"1","1000"
"560","5","8","11","点漆",,"5565",,"255;255;255;255",,"1","500"
"561","5","8","12","桃花",,"5566",,"255;255;255;255",,"0","3800"
"562","5","8","13","写轮",,"5567",,"255;255;255;255",,"0","3800"
"563","5","8","14","相印",,"5568",,"255;255;255;255",,"0","3800"
"564","5","8","0","无",,"5816",,"255;255;255;255",,"1","1000"
"565","5","9","0","默认",,"5815",,"255;255;255;255",,"1","0"
"566","5","9","132","马王爷",,"8957",,"182;164;114;255",,"0","1000"
"567","5","9","133","不染",,"8958",,"210;170;162;255",,"0","1000"
"568","5","9","134","别艳",,"8952",,"110;25;24;255",,"0","1000"
"569","5","9","135","滴血",,"8960",,"38;31;25;255",,"0","1000"
"570","5","9","136","狱蛇",,"8959",,"255;255;255;255",,"0","1000"
"571","5","9","137","昂",,"8955",,"141;30;10;255",,"0","1000"
"572","5","9","138","帅意贴",,"8956",,"0;0;0;255",,"0","1000"
"573","5","9","139","慈悲",,"8954",,"224;199;142;255",,"0","1000"
"574","5","9","140","踪",,"8953","141","248;189;171;255",,"0","1000"
"575","5","9","142","熊来了",,"8951",,"99;95;94;255",,"0","1000"
"576","5","9","122","百回叱咤",,"8878",,"0;0;0;255",,"0","1000"
"577","5","9","123","望空",,"8879",,"167;66;34;255",,"0","1000"
"578","5","9","124","形伤旧事",,"8880",,"0;0;0;255",,"0","1000"
"579","5","9","125","残阳里",,"8881",,"187;75;48;255",,"0","1000"
"580","5","9","126","寒声碎",,"8882",,"255;255;255;255",,"0","1000"
"581","5","9","127","魔夜挽花",,"8883",,"0;0;0;255",,"0","1000"
"582","5","9","128","中宵寐",,"8884",,"0;0;0;255",,"0","1000"
"583","5","9","129","煌煌遗踪",,"8885",,"0;0;0;255",,"0","1000"
"584","5","9","130","秋寂",,"8887",,"255;255;255;255",,"0","1000"
"585","5","9","131","戏言峥嵘",,"8886",,"79;60;44;255",,"0","1000"
"586","5","9","117","枯荣",,"8279",,"255;255;255;255",,"0","3800"
"587","5","9","118","庭翼",,"8281",,"255;255;255;255",,"0","3800"
"588","5","9","119","菊踪",,"8282",,"255;255;255;255",,"0","1000"
"589","5","9","120","荣芳",,"8283",,"255;255;255;255",,"0","1000"
"590","5","9","121","金莲开",,"8277",,"182;152;102;255",,"0","3800"
"591","5","9","112","广交",,"7960",,"166;158;152;255",,"0","1000"
"592","5","9","113","飞轩",,"7959",,"166;158;152;255",,"0","1000"
"593","5","9","114","莲生",,"7964",,"166;158;152;255",,"0","1000"
"594","5","9","115","鲛鲸",,"7962",,"137;112;100;255",,"0","1000"
"595","5","9","116","垂眼",,"7958",,"136;122;116;255",,"0","1000"
"596","5","9","110","[六周年特别版]盾舞",,"7090",,"0;0;0;255",,"0","2000"
"597","5","9","111","祥云",,"7091",,"229;217;209;255",,"0","1000"
"598","5","9","107","中征",,"6996",,"194;194;194;255",,"0","3800"
"599","5","9","109","晴敛",,"6997","108","107;108;151;255",,"0","1000"
"600","5","9","105","凤尾",,"6791","106","85;70;42;255",,"0","3800"
"601","5","9","92","[五周年特别版]阴阳",,"6260",,"109;115;168;255",,"0","2000"
"602","5","9","93","[五周年特别版]素问",,"6267","94","93;136;141;255",,"0","2000"
"603","5","9","95","[五周年特别版]奇门遁甲 ",,"6265","96","33;54;74;255",,"0","2000"
"604","5","9","97","[五周年特别版]大唐魂",,"6266",,"200;66;61;255",,"0","2000"
"605","5","9","98","[五周年特别版]莲华佛缘",,"6264",,"255;255;255;255",,"0","2000"
"606","5","9","99","[五周年特别版]妙舞",,"6263",,"194;95;97;255",,"0","2000"
"607","5","9","100","[五周年特别版]幻蛛",,"6268",,"97;65;96;255",,"0","2000"
"608","5","9","101","[五周年特别版]剑魄",,"6259",,"237;202;123;255",,"0","2000"
"609","5","9","102","[五周年特别版]光明火",,"6262",,"148;43;55;255",,"0","2000"
"610","5","9","103","[五周年特别版]降龙",,"6261","104","52;57;122;255",,"0","2000"
"611","5","9","1","一点红",,"5683",,"198;89;80;255",,"1","500"
"612","5","9","2","冷香",,"5685",,"196;56;97;255",,"1","500"
"613","5","9","3","锦上",,"5686",,"177;78;62;255",,"1","500"
"614","5","9","4","菡萏",,"5691",,"255;255;255;255",,"0","1000"
"615","5","9","5","月夕",,"5692",,"255;255;255;255",,"1","1000"
"616","5","9","6","般若",,"5693",,"107;92;75;255",,"1","500"
"617","5","9","7","金刚",,"5694",,"107;92;75;255",,"1","1000"
"618","5","9","8","恋",,"5698","9","215;99;72;255",,"1","1000"
"619","5","9","10","清霜醉",,"5702","11","246;212;215;255",,"0","1000"
"620","5","9","12","纷落",,"5703","13","246;212;215;255",,"0","1000"
"621","5","9","14","一剪梅",,"5704","15","246;212;215;255",,"0","1000"
"622","5","9","16","奈何",,"5706","17","0;0;0;255",,"1","500"
"623","5","9","18","黄泉",,"5707","19","119;18;0;255",,"0","1000"
"624","5","9","20","蛮王",,"5708",,"221;79;53;255",,"1","500"
"625","5","9","21","孤云出岫",,"5709",,"153;37;26;255",,"1","500"
"626","5","9","22","惊鸿一瞥",,"5710",,"114;48;55;255",,"1","500"
"627","5","9","23","战神",,"5712","24","99;23;20;255",,"0","3800"
"628","5","9","25","不败战神",,"5712",,"99;23;20;255",,"0","3800"
"629","5","9","26","喵",,"5713",,"95;55;53;255",,"0","1000"
"630","5","9","27","浮世绘",,"5715",,"0;0;0;255",,"1","500"
"631","5","9","28","怒",,"5717","29","95;74;43;255",,"0","1000"
"632","5","9","30","腼腆",,"5719",,"255;255;255;255",,"1","500"
"633","5","9","31","忘忧",,"5721","32","232;220;189;255",,"0","1000"
"634","5","9","33","发",,"5727",,"215;0;15;255",,"0","3800"
"635","5","9","34","囚",,"5728",,"0;0;0;255",,"0","3800"
"636","5","9","35","死",,"5729",,"0;0;0;255",,"0","3800"
"637","5","9","36","玩",,"5730",,"215;0;15;255",,"0","3800"
